id,retweet_count,favorite_count
813187593374461952,4801,21238
813172488309972993,2103,9991
813157409116065792,2440,8305
813142292504645637,2595,9016
813130366689148928,488,4783
813127251579564032,3441,12697
813112105746448384,3029,11061
813096984823349248,3966,11269
813081950185472002,3045,10571
813066809284972545,2144,8527
813051746834595840,8063,22464
812781120811126785,2101,8116
812747805718642688,7621,0
812709060537683968,1572,7106
812503143955202048,1348,6511
812466873996607488,2118,8564
812372279581671427,4031,14681
811985624773361665,1546,7780
811744202451197953,1774,8093
811647686436880384,818,5982
811627233043480576,3445,13713
811386762094317568,7038,22410
810984652412424192,1578,5720
810896069567610880,1968,9701
810657578271330305,2914,11757
810284430598270976,12560,38012
810254108431155201,3694,15754
809920764300447744,4299,16622
809808892968534016,5401,0
809448704142938112,1616,7429
809220051211603969,6191,21384
809084759137812480,3858,14185
808838249661788160,3348,10843
808733504066486276,2390,8492
808501579447930884,2866,12106
808344865868283904,22857,45597
808134635716833280,6558,0
808106460588765185,2417,9355
808001312164028416,3895,13498
807621403335917568,4057,15643
807106840509214720,61207,127476
807059379405148160,8080,0
807010152071229440,4214,13999
806629075125202948,38394,80633
806620845233815552,6086,0
806576416489959424,2117,5202
806542213899489280,2609,10964
806242860592926720,12886,0
806219024703037440,1317,6889
805958939288408065,5926,0
805932879469572096,2109,8874
805826884734976000,2016,7069
805823200554876929,8863,0
805520635690676224,1818,6156
805487436403003392,2794,9411
805207613751304193,1880,8383
804738756058218496,4244,14753
804475857670639616,2215,6601
804413760345620481,3551,0
804026241225523202,17877,47924
803773340896923648,3054,10786
803692223237865472,8192,0
803638050916102144,4558,11797
803380650405482500,2048,8318
803321560782307329,5866,0
803276597545603072,2723,10764
802952499103731712,2216,9701
802624713319034886,3230,0
802600418706604034,1625,7647
802572683846291456,2757,9603
802323869084381190,6438,17465
802265048156610565,1504,7091
802239329049477120,2872,9752
802185808107208704,293,0
801958328846974976,1885,8291
801854953262350336,259,1889
801538201127157760,2269,8818
801285448605831168,919,6514
801167903437357056,6558,26343
801127390143516673,4387,0
801115127852503040,2307,8688
800859414831898624,107,742
800855607700029440,1799,0
800751577355128832,3060,11282
800513324630806528,3318,14115
800459316964663297,2387,10168
800443802682937345,4763,0
800388270626521089,3098,11984
800188575492947969,4346,0
800141422401830912,2828,16446
800018252395122689,14533,30519
799774291445383169,5168,0
799757965289017345,2390,9037
799422933579902976,2114,8646
799308762079035393,6104,0
799297110730567681,3059,10657
799063482566066176,2722,8700
798933969379225600,4946,14155
798925684722855936,1586,8000
798705661114773508,7287,0
798701998996647937,8607,0
798697898615730177,7184,0
798694562394996736,5475,0
798686750113755136,2569,0
798682547630837760,5210,0
798673117451325440,6118,0
798665375516884993,4288,0
798644042770751489,2040,0
798628517273620480,2167,0
798585098161549313,6295,0
798576900688019456,6472,0
798340744599797760,3712,0
798209839306514432,2829,11160
797971864723324932,3467,12526
797545162159308800,5363,15593
797236660651966464,7320,21493
797165961484890113,29,248
796904159865868288,9810,0
796865951799083009,2100,8255
796759840936919040,3373,12776
796563435802726400,8055,0
796484825502875648,1947,8154
796387464403357696,4596,11833
796177847564038144,15804,0
796149749086875649,15804,34809
796125600683540480,1968,5312
796116448414461957,2675,9780
796080075804475393,2565,9098
796031486298386433,4067,11619
795464331001561088,26299,53584
795400264262053889,3165,10868
795076730285391872,5991,17457
794983741416415232,3716,0
794926597468000259,2553,11068
794355576146903043,11348,0
794332329137291264,2921,10298
794205286408003585,3652,9885
793962221541933056,5401,18103
793845145112371200,2069,9890
793614319594401792,3440,0
793601777308463104,1808,8571
793500921481273345,2625,11506
793286476301799424,10163,26475
793271401113350145,2613,9305
793256262322548741,9199,21503
793241302385262592,3615,11307
793226087023144960,3154,10595
793210959003287553,3107,9617
793195938047070209,6205,16425
793180763617361921,2194,7442
793165685325201412,3071,10119
793150605191548928,1883,6634
793135492858580992,2757,6962
793120401413079041,4318,13663
792913359805018113,4436,15419
792883833364439040,4715,12172
792773781206999040,1857,7895
792394556390137856,4731,14475
792050063153438720,1982,7724
791821351946420224,23193,0
791784077045166082,10629,0
791780927877898241,4196,0
791774931465953280,24492,48562
791672322847637504,3440,12646
791406955684368384,4547,14111
791312159183634433,2806,9446
791026214425268224,4540,0
790987426131050500,2359,10642
790946055508652032,5182,17864
790723298204217344,2557,0
790698755171364864,2103,8804
790581949425475584,7919,22224
790337589677002753,2059,8406
790277117346975746,3516,13479
790227638568808452,3937,0
789986466051088384,2557,9946
789960241177853952,4570,0
789903600034189313,4549,11175
789628658055020548,1966,8077
789599242079838210,2136,7268
789530877013393408,3716,12647
789314372632018944,2539,9251
789280767834746880,5456,0
789268448748703744,2839,9795
789137962068021249,3078,10429
788908386943430656,13644,29450
788765914992902144,11348,29471
788552643979468800,7935,0
788412144018661376,5846,16764
788178268662984705,2334,7778
788150585577050112,1434,6615
788070120937619456,3770,0
788039637453406209,1456,6594
787810552592695296,3360,9321
787717603741622272,3065,10978
787397959788929025,3122,11651
787322443945877504,1918,8370
787111942498508800,7389,0
786963064373534720,8796,28554
786729988674449408,2658,0
786709082849828864,6701,19521
786664955043049472,2825,11448
786595970293370880,3406,10103
786363235746385920,3859,11705
786286427768250368,3148,8563
786233965241827333,5257,16432
786051337297522688,169,1546
786036967502913536,7775,0
785927819176054784,3475,12187
785872687017132033,2010,7171
785639753186217984,2440,8381
785533386513321988,2207,9771
785515384317313025,1382,6539
785264754247995392,1799,7792
785170936622350336,5346,12988
784826020293709826,3551,10876
784517518371221505,2785,9626
784431430411685888,1408,6106
784183165795655680,8863,21580
784057939640352768,12258,32062
783839966405230592,11882,32226
783821107061198850,2153,7886
783695101801398276,3541,11201
783466772167098368,2476,9056
783391753726550016,6056,18074
783347506784731136,6153,0
783334639985389568,12886,31349
783085703974514689,2441,8724
782969140009107456,8080,25841
782747134529531904,1532,8007
782722598790725632,5926,18504
782598640137187329,2056,8325
782305867769217024,6123,17857
782021823840026624,6854,0
781955203444699136,3689,11904
781661882474196992,2975,11189
781655249211752448,1234,4291
781524693396357120,6086,22238
781308096455073793,2790,7635
781251288990355457,2305,9032
781163403222056960,2998,10455
780931614150983680,8055,23169
780858289093574656,2191,7703
780800785462489090,1427,5903
780601303617732608,3652,12928
780543529827336192,1903,6750
780496263422808064,4075,0
780476555013349377,128,0
780459368902959104,1175,5659
780192070812196864,2454,9318
780092040432480260,2523,0
780074436359819264,5480,13111
779834332596887552,7775,20343
779377524342161408,3409,9435
779124354206535695,20184,0
779123168116150273,3987,12634
779056095788752897,4957,15843
778990705243029504,7974,21442
778774459159379968,10922,0
778764940568104960,403,916
778748913645780993,1462,7383
778650543019483137,1633,6180
778624900596654080,1112,4977
778408200802557953,4767,14595
778396591732486144,13417,0
778383385161035776,1208,6239
778286810187399168,3623,11113
778039087836069888,2887,9067
778027034220126208,1776,7003
777953400541634568,3861,0
777885040357281792,1800,6801
777684233540206592,3230,12002
777641927919427584,4654,0
777621514455814149,2731,9383
777189768882946048,4743,15315
776819012571455488,15055,0
776813020089548800,1324,5212
776477788987613185,3067,9453
776249906839351296,10019,0
776218204058357768,17474,32068
776201521193218049,2761,10252
776113305656188928,4763,12556
776088319444877312,166,1962
775898661951791106,17965,0
775842724423557120,2930,12518
775733305207554048,4387,14793
775729183532220416,4993,13809
775364825476165632,3253,7935
775350846108426240,4273,10843
775085132600442880,5168,16598
774757898236878852,1935,9123
774639387460112384,1903,7179
774314403806253056,6104,23237
773985732834758656,4239,11464
773922284943896577,1891,6828
773704687002451968,1785,7049
773670353721753600,1418,5681
773547596996571136,6731,23546
773336787167145985,5561,0
773308824254029826,8167,24791
773247561583001600,3502,10055
773191612633579521,4489,10658
772877495989305348,4226,9148
772826264096874500,2541,8520
772615324260794368,3683,0
772581559778025472,1844,6902
772193107915964416,1509,6411
772152991789019136,1223,4032
772117678702071809,801,4000
772114945936949249,516,2893
772102971039580160,1011,4274
771908950375665664,2068,7017
771770456517009408,3712,12792
771500966810099713,2863,8826
771380798096281600,5561,11221
771171053431250945,8249,0
771136648247640064,3195,9804
771102124360998913,1562,6644
771014301343748096,1803,7327
771004394259247104,240,0
770787852854652928,1331,5289
770772759874076672,1540,5542
770655142660169732,1897,7808
770414278348247044,2248,6712
770293558247038976,1625,6655
770093767776997377,3312,0
770069151037685760,2509,8085
769940425801170949,10523,33524
769695466921623552,1805,6809
769335591808995329,8375,0
769212283578875904,1868,5747
768970937022709760,7128,15355
768909767477751808,2943,0
768855141948723200,968,4466
768609597686943744,1323,4384
768596291618299904,1388,5350
768554158521745409,6345,0
768473857036525572,3729,14533
768193404517830656,3861,11622
767884188863397888,1531,5066
767754930266464257,5866,17076
767500508068192258,2539,7975
767191397493538821,4148,13081
767122157629476866,3106,10786
766864461642756096,6159,0
766793450729734144,1478,5406
766714921925144576,422,2771
766693177336135680,862,4298
766423258543644672,1739,6413
766313316352462849,2045,7221
766078092750233600,2828,0
766069199026450432,938,4552
766008592277377025,536,3984
765719909049503744,2340,7718
765669560888528897,1324,5532
765395769549590528,3690,28095
765371061932261376,2348,7555
765222098633691136,3683,12365
764857477905154048,1926,6841
764259802650378240,1651,6441
763956972077010945,59,787
763837565564780549,4540,13420
763183847194451968,1602,5748
763167063695355904,3281,0
763103485927849985,2479,7828
762699858130116608,3937,12953
762471784394268675,7038,12000
762464539388485633,4570,10982
762316489655476224,1226,5127
762035686371364864,16954,34050
761976711479193600,2196,5745
761750502866649088,4280,0
761745352076779520,935,4526
761672994376806400,31541,52686
761599872357261312,1276,4389
761371037149827077,19500,0
761334018830917632,1573,5539
761292947749015552,1192,4747
761227390836215808,1691,5653
761004547850530816,3770,12025
760893934457552897,1057,4063
760656994973933572,2094,7023
760641137271070720,1405,5268
760539183865880579,3941,8056
760521673607086080,1517,4493
760290219849637889,12470,28495
760252756032651264,938,4190
760190180481531904,1962,6062
760153949710192640,34,0
759943073749200896,2270,6307
759923798737051648,6159,15610
759846353224826880,2150,7144
759793422261743616,2063,6330
759566828574212096,22925,0
759557299618865152,1272,5002
759447681597108224,2658,9010
759446261539934208,527,1775
759197388317847553,2114,6439
759159934323924993,1262,0
759099523532779520,4526,15446
759047813560868866,2189,6925
758854675097526272,968,3773
758828659922702336,4158,11872
758740312047005698,1741,6078
758474966123810816,1077,4061
758467244762497024,2419,5103
758405701903519748,2091,5520
758355060040593408,1178,3654
758099635764359168,10922,20376
758041019896193024,406,2875
757741869644341248,3531,7311
757729163776290825,8784,0
757725642876129280,1319,4823
757611664640446465,1213,4838
757597904299253760,315,0
757596066325864448,1145,4616
757400162377592832,7409,16089
757393109802180609,1894,6198
757354760399941633,1545,4793
756998049151549440,2154,6654
756939218950160384,2177,7066
756651752796094464,1424,5380
756526248105566208,3919,11034
756303284449767430,1176,4198
756288534030475264,18942,45371
756275833623502848,1651,6832
755955933503782912,3131,7788
755206590534418437,5829,17459
755110668769038337,12004,22528
754874841593970688,8681,0
754856583969079297,2738,7295
754747087846248448,568,2736
754482103782404096,2114,5634
754449512966619136,797,3972
754120377874386944,2536,8309
753655901052166144,2358,6200
753420520834629632,3863,8397
753398408988139520,2079,6135
753375668877008896,2523,8087
753298634498793472,6246,0
753294487569522689,1127,3603
753039830821511168,22680,39340
753026973505581056,1055,4125
752932432744185856,7389,13380
752917284578922496,1705,7307
752701944171524096,3124,0
752682090207055872,1740,6348
752660715232722944,1709,4670
752568224206688256,2470,5862
752519690950500352,3725,7818
752334515931054080,1190,4041
752309394570878976,18056,0
752173152931807232,1998,6304
751950017322246144,1007,3260
751937170840121344,1456,5528
751830394383790080,2121,6145
751793661361422336,3151,6211
751598357617971201,3293,8368
751583847268179968,1205,4667
751538714308972544,1373,5337
751456908746354688,1079,3390
751251247299190784,6343,13236
751205363882532864,1978,6686
751132876104687617,1411,5383
750868782890057730,1500,5051
750719632563142656,5456,13983
750506206503038976,1244,4699
750429297815552001,4654,13945
750383411068534784,1227,4818
750381685133418496,32,731
750147208377409536,1045,3280
750132105863102464,1374,3847
750117059602808832,1406,4587
750101899009982464,911,3218
750086836815486976,591,2302
750071704093859840,3612,8318
750056684286914561,970,3320
750041628174217216,670,3361
750026558547456000,854,2872
750011400160841729,984,3434
749996283729883136,875,3210
749981277374128128,2645,5410
749774190421639168,1418,4917
749417653287129088,1802,6445
749403093750648834,590,2783
749395845976588288,3743,9100
749317047558017024,2393,5802
749075273010798592,2233,6096
749064354620928000,1629,5063
749036806121881602,843,3279
748977405889503236,3665,11323
748932637671223296,2441,6180
748705597323898880,1022,2927
748699167502000129,1724,5006
748692773788876800,1435,4479
748575535303884801,2152,6407
748568946752774144,726,2302
748346686624440324,1337,5522
748337862848962560,4446,8133
748324050481647620,826,3909
748307329658011649,771,3873
748220828303695873,8392,14923
747963614829678593,2312,6106
747933425676525569,2753,6992
747885874273214464,1062,3119
747844099428986880,810,2963
747816857231626240,1253,5120
747651430853525504,169,1458
747648653817413632,6295,13606
747600769478692864,591,2450
747594051852075008,1132,3901
747512671126323200,1708,5859
747461612269887489,1112,4079
747439450712596480,2073,5724
747242308580548608,3100,0
747219827526344708,1703,5571
747204161125646336,992,3571
747103485104099331,4298,10101
746906459439529985,318,3045
746872823977771008,2311,6328
746818907684614144,1855,5588
746790600704425984,1711,5146
746757706116112384,4196,10092
746726898085036033,1926,6367
746542875601690625,2007,5313
746521445350707200,1057,0
746507379341139972,1163,4883
746369468511756288,1768,6499
746131877086527488,2366,7282
746056683365994496,875,3743
745789745784041472,1147,4247
745712589599014916,2493,7367
745433870967832576,2726,7480
745422732645535745,2610,9039
745314880350101504,2981,7554
745074613265149952,3791,8265
745057283344719872,2444,7626
744995568523612160,671,3133
744971049620602880,2893,8306
744709971296780288,1674,5892
744334592493166593,2296,7130
744234799360020481,83966,164795
744223424764059648,401,1786
743980027717509120,1168,4376
743895849529389061,1027,3832
743835915802583040,2240,0
743609206067040256,1479,4717
743595368194129920,7050,19449
743545585370791937,1002,3713
743510151680958465,3963,8322
743253157753532416,1307,4461
743222593470234624,2043,6524
743210557239623680,1463,4035
742534281772302336,3812,7413
742528092657332225,2137,4669
742465774154047488,4168,7640
742423170473463808,4075,10347
742385895052087300,2136,7159
742161199639494656,1472,4567
742150209887731712,1671,5404
741793263812808706,1617,4796
741743634094141440,2966,8600
741438259667034112,896,3866
741303864243200000,3475,9230
741099773336379392,5945,10574
741067306818797568,3312,9943
740995100998766593,2969,6729
740711788199743490,1000,3586
740699697422163968,839,2979
740676976021798912,7287,19094
740373189193256964,14254,36574
740365076218183684,469,2607
740359016048689152,916,3468
740214038584557568,2108,7032
739979191639244800,6345,20996
739932936087216128,1155,4261
739844404073074688,915,3985
739623569819336705,1453,4000
739606147276148736,1774,5663
739544079319588864,22925,41724
739485634323156992,3153,7562
739238157791694849,62219,121783
738891149612572673,6,113
738885046782832640,1223,3960
738883359779196928,870,3510
738537504001953792,1671,5356
738402415918125056,906,3425
738184450748633089,1295,4526
738166403467907072,3648,9246
738156290900254721,700,2664
737826014890496000,1885,5538
737800304142471168,3706,10488
737678689543020544,1430,5297
737445876994609152,4777,10808
737322739594330112,870,3792
737310737551491075,7934,15426
736736130620620800,1857,4535
736392552031657984,7935,18650
736365877722001409,1342,4187
736225175608430592,2964,8536
736010884653420544,3187,8297
735991953473572864,1229,3772
735648611367784448,1175,4207
735635087207878657,2517,6484
735274964362878976,5433,13646
735256018284875776,950,3506
735137028879360001,1038,3287
734912297295085568,550,2871
734787690684657664,6741,13189
734776360183431168,583,2637
734559631394082816,423,1571
