id,retweet_count,favorite_count
733828123016450049,830,3775
733822306246479872,1078,3851
733482008106668032,1014,3292
733460102733135873,1367,4421
733109485275860992,17965,51600
732732193018155009,575,2564
732726085725589504,947,3705
732585889486888962,822,3867
732375214819057664,2696,8480
732005617171337216,5835,15677
731285275100512256,1051,3661
731156023742988288,1359,4023
730924654643314689,2113,6435
730573383004487680,2302,5161
730427201120833536,1112,3633
730211855403241472,1130,4009
730196704625098752,2049,5121
729854734790754305,1204,4230
729838605770891264,410,1791
729823566028484608,1322,4181
729463711119904772,2465,6083
729113531270991872,350,1976
728986383096946689,878,3312
728760639972315136,1819,4895
728751179681943552,725,2912
728653952833728512,1108,3470
728409960103686147,2143,5146
728387165835677696,1023,3840
728046963732717569,1255,4517
728035342121635841,1780,4769
728015554473250816,1165,4299
727685679342333952,683,3074
727644517743104000,1863,6178
727524757080539137,1302,4681
727314416056803329,802,3481
727286334147182592,871,3192
727175381690781696,1468,4055
727155742655025152,1409,3808
726935089318363137,2614,7214
726887082820554753,1605,4020
726828223124897792,1076,3721
726224900189511680,1228,4623
725842289046749185,2828,7394
725786712245440512,1450,4361
725729321944506368,1896,5434
725458796924002305,663,1477
724983749226668032,1388,3881
724771698126512129,685,2481
724405726123311104,1758,5551
724049859469295616,1886,4524
724046343203856385,595,2787
724004602748780546,1681,4381
723912936180330496,1307,4077
723688335806480385,3178,8075
723673163800948736,950,3168
723179728551723008,2001,5545
722974582966214656,1675,4305
722613351520608256,1743,5191
721503162398597120,1995,4877
721001180231503872,656,2649
720785406564900865,821,3258
720775346191278080,722,2595
720415127506415616,1592,4320
720389942216527872,2684,6719
720340705894408192,1037,3004
720059472081784833,1201,4067
720043174954147842,2140,5135
719991154352222208,1861,5058
719704490224398336,1547,4780
719551379208073216,2051,5291
719367763014393856,786,2924
719339463458033665,1335,4619
719332531645071360,1017,3573
718971898235854848,1167,3655
718939241951195136,1875,5484
718631497683582976,8607,19770
718613305783398402,514,2553
718540630683709445,1079,2601
718460005985447936,564,2821
718454725339934721,1606,5092
718246886998687744,533,2022
718234618122661888,1069,4061
717841801130979328,631,2567
717790033953034240,1203,3020
717537687239008257,1964,6019
717428917016076293,485,1683
717421804990701568,899,3294
717047459982213120,2032,6558
717009362452090881,1038,3419
716802964044845056,1254,4471
716791146589110272,1527,6256
716730379797970944,455,1288
716447146686459905,6283,13726
716439118184652801,227,2476
716285507865542656,1157,2909
716080869887381504,2048,7034
715928423106027520,932,3340
715758151270801409,1514,3912
715733265223708672,1800,4890
715704790270025728,605,2925
715696743237730304,1371,4090
715680795826982913,1727,4532
715360349751484417,1680,5726
715342466308784130,727,3167
715220193576927233,696,2526
715200624753819648,2013,5355
715009755312439296,1321,4359
714982300363173890,1106,3930
714962719905021952,4549,7703
714957620017307648,1514,4333
714631576617938945,1070,3422
714606013974974464,987,3800
714485234495041536,1234,2835
714258258790387713,763,3149
714251586676113411,895,3420
714214115368108032,938,2376
714141408463036416,1497,4513
713919462244790272,827,3432
713909862279876608,579,2007
713900603437621249,792,2967
713761197720473600,1469,5112
713411074226274305,1377,4621
713177543487135744,3016,7541
713175907180089344,1556,4670
712809025985978368,7184,19492
712717840512598017,5336,12935
712668654853337088,1297,4355
712438159032893441,1670,5578
712309440758808576,25,256
712097430750289920,1105,3975
712092745624633345,957,3084
712085617388212225,516,3403
712065007010385924,667,2372
711998809858043904,134,0
711968124745228288,2466,8447
711743778164514816,1050,2981
711732680602345472,4394,9314
711694788429553666,19500,34412
711652651650457602,979,4052
711363825979756544,1208,3831
711306686208872448,780,3466
711008018775851008,663,3136
710997087345876993,1487,4769
710844581445812225,736,2670
710833117892898816,575,2820
710658690886586372,603,2421
710609963652087808,2506,5030
710588934686908417,2000,4771
710296729921429505,787,2484
710283270106132480,550,2237
710272297844797440,1343,4741
710269109699739648,1205,2516
710153181850935296,954,3051
710140971284037632,954,2901
710117014656950272,2125,5771
709918798883774466,1140,3128
709901256215666688,105,707
709852847387627521,1275,3672
709566166965075968,1286,3719
709556954897764353,1134,3446
709519240576036864,256,1558
709449600415961088,626,2332
709409458133323776,740,2739
709225125749587968,609,2521
709207347839836162,6229,13227
709198395643068416,685,2531
709179584944730112,719,2113
709158332880297985,450,2143
709042156699303936,1752,4984
708853462201716736,701,1883
708845821941387268,957,3123
708834316713893888,538,1780
708810915978854401,7421,17305
708738143638450176,872,2877
708711088997666817,776,2676
708479650088034305,720,2675
708469915515297792,877,3240
708400866336894977,10813,16812
708356463048204288,1427,3796
708349470027751425,789,2468
708149363256774660,1643,4485
708130923141795840,892,3553
708119489313951744,1044,2816
708109389455101952,578,2026
708026248782585858,2042,4581
707995814724026368,1201,3281
707983188426153984,2,51
707969809498152960,1034,2826
707776935007539200,1011,3443
707741517457260545,653,2618
707738799544082433,2640,4301
707693576495472641,1069,3613
707629649552134146,940,2709
707610948723478529,6854,17813
707420581654872064,739,2391
707411934438625280,639,2393
707387676719185920,1390,3678
707377100785885184,1154,3446
707315916783140866,685,2601
707297311098011648,851,2901
707059547140169728,726,2707
707038192327901184,851,2306
707021089608753152,1463,4271
707014260413456384,639,2427
706904523814649856,8375,15319
706901761596989440,640,2174
706681918348251136,1034,3485
706644897839910912,1169,2709
706593038911545345,670,2264
706538006853918722,1512,3631
706516534877929472,1107,3253
706346369204748288,986,3620
706310011488698368,8531,22496
706291001778950144,499,1786
706265994973601792,982,2870
706169069255446529,2375,4097
706166467411222528,1719,5407
706153300320784384,414,1566
705975130514706432,788,3255
705970349788291072,952,3296
705898680587526145,597,2497
705786532653883392,561,2050
705591895322394625,1230,3328
705475953783398401,988,3105
705442520700944385,1754,4675
705428427625635840,1810,4016
705239209544720384,804,3146
705223444686888960,863,2709
705102439679201280,545,2259
705066031337840642,646,2281
704871453724954624,1187,4479
704859558691414016,582,2369
704847917308362754,1638,5370
704819833553219584,1068,2768
704761120771465216,3100,6968
704499785726889984,1067,3091
704491224099647488,88,805
704480331685040129,1132,3574
704364645503647744,3806,8439
704347321748819968,374,1671
704134088924532736,500,1590
704113298707505153,603,1955
704054845121142784,978,3067
703774238772166656,499,1939
703769065844768768,1213,3463
703631701117943808,739,2725
703611486317502464,1620,4062
703425003149250560,1476,3989
703407252292673536,744,2578
703382836347330562,1218,3684
703356393781329922,414,2016
703268521220972544,584,2067
703079050210877440,3318,7767
703041949650034688,13417,27742
702932127499816960,773,2724
702899151802126337,483,1693
702684942141153280,1154,3380
702671118226825216,601,2311
702598099714314240,3497,10872
702539513671897089,1020,3024
702332542343577600,1665,3360
702321140488925184,1101,3451
702276748847800320,816,2604
702217446468493312,1431,5054
701981390485725185,1061,3621
701952816642965504,1093,4007
701889187134500865,1471,3746
701805642395348998,1817,3613
701601587219795968,489,2197
701570477911896070,1002,2972
701545186879471618,656,2798
701214700881756160,5475,12850
700890391244103680,616,2333
700864154249383937,656,2722
700847567345688576,536,2554
700796979434098688,1028,2565
700747788515020802,10019,24014
700518061187723268,856,2781
700505138482569216,610,2399
700462010979500032,1927,4349
700167517596164096,799,2785
700151421916807169,707,2357
700143752053182464,2943,7930
700062718104104960,743,2784
700029284593901568,626,2178
700002074055016451,1441,3482
699801817392291840,1027,3213
699788877217865730,530,2360
699779630832685056,1328,2921
699775878809702401,649,2065
699691744225525762,4913,10796
699446877801091073,2799,6246
699434518667751424,543,2282
699423671849451520,353,1445
699413908797464576,662,2176
699370870310113280,469,1981
699323444782047232,923,3327
699088579889332224,673,2354
699079609774645248,704,2576
699072405256409088,1269,3158
699060279947165696,1933,3975
699036661657767936,1277,2743
698989035503689728,1054,3553
698953797952008193,968,2846
698907974262222848,664,2672
698710712454139905,728,2602
698703483621523456,406,1523
698635131305795584,364,1350
698549713696649216,661,2440
698355670425473025,484,1968
698342080612007937,1012,2381
698262614669991936,2146,4998
698195409219559425,6376,17613
698178924120031232,791,2944
697995514407682048,358,1606
697990423684476929,1386,3459
697943111201378304,737,2528
697881462549430272,1273,3168
697630435728322560,575,1840
697616773278015490,1083,3332
697596423848730625,1350,3196
697575480820686848,539,2148
697516214579523584,1213,2185
697482927769255936,722,2550
697463031882764288,1475,3588
697270446429966336,1988,4921
697259378236399616,1067,3459
697255105972801536,1239,3173
697242256848379904,711,2646
696900204696625153,1096,3356
696894894812565505,726,2459
696886256886657024,1919,5089
696877980375769088,761,2563
696754882863349760,381,1549
696744641916489729,1006,2174
696713835009417216,691,2501
696518437233913856,1816,4093
696490539101908992,156,1281
696488710901260288,1107,2670
696405997980676096,1217,3385
696100768806522880,713,2038
695816827381944320,1247,3160
695794761660297217,840,3354
695767669421768709,798,1968
695629776980148225,2245,4801
695446424020918272,1940,4589
695409464418041856,3822,9086
695314793360662529,1576,3829
695095422348574720,658,2784
695074328191332352,1182,2995
695064344191721472,641,1690
695051054296211456,841,2806
694925794720792577,976,2832
694905863685980160,1001,2901
694669722378485760,15476,37584
694356675654983680,311,1584
694352839993344000,665,2143
694342028726001664,523,1657
694329668942569472,537,2113
694206574471057408,2172,4401
694183373896572928,995,3099
694001791655137281,1105,3569
693993230313091072,433,1964
693942351086120961,395,1822
693647888581312512,635,2838
693644216740769793,135,1413
693642232151285760,445,2670
693629975228977152,855,2583
693622659251335168,397,1625
693590843962331137,2113,5331
693582294167244802,273,1725
693486665285931008,675,1873
693280720173801472,1326,3539
693267061318012928,877,2516
693262851218264065,535,2349
693231807727280129,786,3012
693155686491000832,3421,8298
693109034023534592,658,1809
693095443459342336,495,1973
692919143163629568,799,2815
692905862751522816,940,2562
692901601640583168,649,1882
692894228850999298,866,2400
692828166163931137,943,3029
692752401762250755,3885,7187
692568918515392513,1646,4568
692535307825213440,1452,3365
692530551048294401,449,1939
692423280028966913,245,1555
692417313023332352,3715,9822
692187005137076224,876,2658
692158366030913536,849,2264
692142790915014657,421,1727
692041934689402880,1362,3577
692017291282812928,1019,3016
691820333922455552,1773,4160
691793053716221953,4495,8535
691756958957883396,1095,3042
691675652215414786,544,2049
691483041324204033,606,2498
691459709405118465,1235,4279
691444869282295808,908,2792
691416866452082688,8192,20348
691321916024623104,707,2706
691096613310316544,953,3119
691090071332753408,359,1798
690989312272396288,3077,6225
690959652130045952,1344,3777
690938899477221376,2134,4356
690932576555528194,1095,3462
690735892932222976,1371,3983
690728923253055490,553,2288
690690673629138944,855,2450
690649993829576704,300,1377
690607260360429569,17,305
690597161306841088,646,2069
690400367696297985,485,1973
690374419777196032,923,3437
690360449368465409,955,2781
690348396616552449,549,1585
690248561355657216,438,1774
690021994562220032,1107,2939
690015576308211712,792,2648
690005060500217858,1807,3862
689999384604450816,400,1503
689993469801164801,488,1545
689977555533848577,478,1444
689905486972461056,742,2561
689877686181715968,1267,3185
689835978131935233,809,2278
689661964914655233,998,3366
689659372465688576,4158,10911
689623661272240129,691,2355
689599056876867584,5925,12248
689557536375177216,494,2159
689517482558820352,1531,3569
689289219123089408,1000,2372
689283819090870273,1185,3463
689280876073582592,771,2101
689275259254616065,263,1218
689255633275777024,1162,2693
689154315265683456,1075,3226
689143371370250240,552,2128
688916208532455424,933,2870
688908934925697024,827,2229
688898160958271489,845,2216
688894073864884227,742,2349
688828561667567616,398,1457
688804835492233216,209,1009
688789766343622656,714,2336
688547210804498433,756,2750
688519176466644993,788,2436
688385280030670848,4778,9779
688211956440801280,895,2346
688179443353796608,629,2228
688116655151435777,841,2974
688064179421470721,386,1816
687841446767013888,2708,5764
687826841265172480,1208,2881
687818504314159109,1015,2637
687807801670897665,754,2519
687732144991551489,700,1852
687704180304273409,897,2567
687664829264453632,548,2042
687494652870668288,614,2014
687480748861947905,261,1681
687476254459715584,572,2078
687460506001633280,584,2157
687399393394311168,675,1995
687317306314240000,9810,21168
687312378585812992,2033,4591
687127927494963200,2458,5757
687124485711986689,543,2280
687109925361856513,2639,6119
687102708889812993,1063,2467
687096057537363968,651,2363
686947101016735744,3407,9070
686760001961103360,1476,3708
686749460672679938,1563,3655
686730991906516992,1286,4375
686683045143953408,861,2962
686618349602762752,1456,3885
686606069955735556,583,1997
686394059078897668,728,1841
686386521809772549,942,3431
686377065986265092,601,2341
686358356425093120,728,2318
686286779679375361,1786,4221
686050296934563840,781,2327
686035780142297088,129,1213
686034024800862208,1248,3282
686007916130873345,450,2609
686003207160610816,678,1920
685973236358713344,563,2222
685943807276412928,645,1717
685906723014619143,3127,7927
685681090388975616,137,2137
685667379192414208,616,2465
685663452032069632,1570,3425
685641971164143616,835,3091
685547936038666240,16827,34722
685532292383666176,1234,3202
685325112850124800,4280,9993
685321586178670592,687,2784
685315239903100929,1158,3526
685307451701334016,472,2175
685268753634967552,1296,3262
685198997565345792,715,2457
685169283572338688,1525,4320
684969860808454144,408,2490
684959798585110529,3363,7180
684940049151070208,1119,3384
684926975086034944,502,3688
684914660081053696,1567,3686
684902183876321280,569,1980
684880619965411328,879,2209
684830982659280897,23193,36923
684800227459624960,1069,2855
684594889858887680,3798,9413
684588130326986752,1504,4334
684567543613382656,1326,3167
684538444857667585,1028,2791
684481074559381504,1253,4070
684460069371654144,595,2081
684241637099323392,3552,8580
684225744407494656,229,1303
684222868335505415,1477,4045
684200372118904832,1108,2277
684195085588783105,560,2016
684188786104872960,1257,3665
684177701129875456,724,2124
684147889187209216,1607,3137
684122891630342144,511,2096
684097758874210310,1545,4325
683857920510050305,1200,4000
683852578183077888,377,2028
683849932751646720,1052,2762
683834909291606017,1192,2761
683828599284170753,1138,2942
683773439333797890,1459,3521
683742671509258241,3572,6846
683515932363329536,3124,7755
683498322573824003,1030,3341
683481228088049664,1067,2776
683462770029932544,717,2559
683449695444799489,1726,4109
683391852557561860,2569,8018
683357973142474752,1007,3088
683142553609318400,1113,3033
683111407806746624,979,3576
683098815881154561,707,2279
683078886620553216,601,2089
683030066213818368,786,2269
682962037429899265,17926,38916
682808988178739200,194,1867
682788441537560576,1200,2604
682750546109968385,468,1604
682697186228989953,387,1380
682662431982772225,1162,3207
682638830361513985,646,2165
682429480204398592,1250,3615
682406705142087680,1892,7991
682393905736888321,734,2358
682389078323662849,503,1756
682303737705140231,1073,3242
682259524040966145,1304,4393
682242692827447297,1271,3425
682088079302213632,10629,19265
682059653698686977,1818,5227
682047327939461121,1038,3380
682032003584274432,2157,6927
682003177596559360,1643,3312
681981167097122816,1106,2929
681891461017812993,888,2596
681694085539872773,4346,13439
681679526984871937,482,1854
681654059175129088,996,2784
681610798867845120,508,2009
681579835668455424,1401,3724
681523177663676416,6246,15067
681340665377193984,299,1726
681339448655802368,4358,9771
681320187870711809,811,2795
681302363064414209,1966,4150
681297372102656000,1028,3365
681281657291280384,1181,3391
681261549936340994,295,1531
681242418453299201,581,1576
681231109724700672,519,2520
681193455364796417,1603,3906
680970795137544192,715,2554
680959110691590145,2140,4793
680940246314430465,1133,3386
680934982542561280,472,2188
680913438424612864,664,2512
680889648562991104,394,1857
680836378243002368,1429,3635
680805554198020098,711,2275
680801747103793152,889,2489
680798457301471234,1122,3003
680609293079592961,768,2769
680583894916304897,1446,3811
680497766108381184,2054,4447
680494726643068929,518,1800
680473011644985345,801,2675
680440374763077632,544,1526
680221482581123072,309,1523
680206703334408192,1260,2984
680191257256136705,540,2252
680176173301628928,1684,4103
680161097740095489,788,2437
680145970311643136,1871,3805
680130881361686529,1018,2406
680115823365742593,973,2853
680100725817409536,1465,3754
680085611152338944,9562,13448
680070545539371008,939,2704
680055455951884288,7621,17548
679877062409191424,691,2068
679872969355714560,713,2283
679862121895714818,668,2580
679854723806179328,1322,3012
679844490799091713,821,2489
679828447187857408,15055,38071
679777920601223168,1196,3234
679736210798047232,852,2193
679729593985699840,880,2271
679722016581222400,501,1740
679530280114372609,2221,4994
679527802031484928,775,2777
679511351870550016,1366,3532
679503373272485890,1589,3308
679475951516934144,686,2201
679462823135686656,20184,33289
679405845277462528,1288,2494
679158373988876288,8681,22530
679148763231985668,1103,2905
679132435750195208,1237,3109
679111216690831360,2735,6236
679062614270468097,8784,17890
679047485189439488,730,2357
679001094530465792,1319,2960
678991772295516161,1257,2439
678969228704284672,495,1719
678800283649069056,963,2696
678798276842360832,1272,3648
678774928607469569,985,2929
678767140346941444,1464,3699
678764513869611008,508,1713
678755239630127104,3535,7475
678740035362037760,1816,3934
678708137298427904,2598,5824
678675843183484930,1583,3007
678643457146150913,454,2148
678446151570427904,1673,4182
678424312106393600,2710,5654
678410210315247616,1950,4432
678399652199309312,33927,82514
678396796259975168,449,1660
678389028614488064,450,1952
678380236862578688,967,2551
678341075375947776,573,1807
678334497360859136,279,1359
678278586130948096,6483,11986
678255464182861824,397,1653
678023323247357953,411,2010
678021115718029313,6787,14382
677961670166224897,1792,3571
677918531514703872,436,1409
677895101218201600,2244,5043
677716515794329600,1030,3180
677700003327029250,1537,3545
677698403548192770,339,1279
677687604918272002,898,2585
677673981332312066,1598,3488
677662372920729601,1040,2033
677644091929329666,847,1958
677573743309385728,770,2233
677565715327688705,484,1348
677557565589463040,1238,2545
677547928504967168,3868,7220
677530072887205888,240,1120
677335745548390400,1905,3168
677334615166730240,314,1416
677331501395156992,252,1137
677328882937298944,1587,3783
677314812125323265,569,1717
677301033169788928,435,1294
677269281705472000,749,2078
677228873407442944,1741,3692
677187300187611136,982,2846
676975532580409345,1137,2890
676957860086095872,857,2301
676949632774234114,422,1355
676948236477857792,924,2264
676946864479084545,400,1773
676942428000112642,807,2157
676936541936185344,5210,13206
676916996760600576,1911,3084
676897532954456065,764,2345
676864501615042560,754,2193
676821958043033607,16575,23985
676819651066732545,704,1872
676811746707918848,449,1472
676776431406465024,2123,5192
676617503762681856,1044,3015
676613908052996102,207,1136
676606785097199616,465,1954
676603393314578432,411,1215
676593408224403456,2284,4754
676590572941893632,135,947
676588346097852417,846,2429
676582956622721024,296,1255
676575501977128964,1188,2695
676533798876651520,593,1953
676496375194980353,567,1579
676470639084101634,4941,12053
676440007570247681,703,1786
676430933382295552,364,1454
676263575653122048,580,2157
676237365392908289,309,1270
676219687039057920,32792,77669
676215927814406144,620,1800
676191832485810177,1083,2367
676146341966438401,705,1987
676121918416756736,1223,2224
676101918813499392,1224,2915
676098748976615425,1519,3120
676089483918516224,452,1367
675898130735476737,604,1699
675891555769696257,920,2212
675888385639251968,1015,2462
675878199931371520,1473,4328
675870721063669760,601,1700
675853064436391936,1368,2782
675849018447167488,157,978
675845657354215424,936,2365
675822767435051008,562,1581
675820929667219457,242,1088
675798442703122432,3572,10610
675781562965868544,499,1678
675740360753160193,365,1209
675710890956750848,868,1956
675707330206547968,734,2056
675706639471788032,103,668
675534494439489536,439,1878
675531475945709568,404,1219
675522403582218240,300,1074
675517828909424640,481,1351
675501075957489664,6118,17701
675497103322386432,1364,3247
675489971617296384,625,1347
675483430902214656,1020,1910
675432746517426176,597,1574
675372240448454658,531,1752
675362609739206656,240,1080
675354435921575936,18056,33868
675349384339542016,2377,4043
675334060156301312,1359,2873
675166823650848770,1694,3723
675153376133427200,2739,6490
675149409102012420,1766,3860
675147105808306176,253,973
675146535592706048,328,1235
675145476954566656,947,2202
675135153782571009,517,1342
675113801096802304,819,2012
675111688094527488,265,995
675109292475830276,1189,2886
675047298674663426,342,1094
675015141583413248,1258,2796
675006312288268288,236,1011
675003128568291329,497,1600
674999807681908736,1154,2317
674805413498527744,370,886
674800520222154752,900,3093
674793399141146624,1144,2573
674790488185167872,264,1136
674788554665512960,218,837
674781762103414784,1262,2061
674774481756377088,496,1160
674767892831932416,831,1879
674764817387900928,249,807
674754018082705410,468,1400
674752233200820224,486,1500
674743008475090944,581,1446
674742531037511680,54,504
674739953134403584,413,1144
674737130913071104,96,664
674690135443775488,487,1182
674670581682434048,684,1659
674664755118911488,265,946
674646392044941312,524,1482
674644256330530816,281,1058
674638615994089473,605,1727
674632714662858753,602,1542
674606911342424069,103,960
674468880899788800,2154,6396
674447403907457024,372,1088
674436901579923456,412,1141
674422304705744896,556,1473
674416750885273600,146,705
674410619106390016,484,1227
674394782723014656,596,1541
674372068062928900,322,866
674330906434379776,76,575
674318007229923329,537,1449
674307341513269249,7257,11623
674291837063053312,6153,15133
674271431610523648,760,1610
674269164442398721,236,919
674265582246694913,887,1676
674262580978937856,475,1335
674255168825880576,583,1506
674082852460433408,177,774
674075285688614912,300,1004
674063288070742018,2315,6527
674053186244734976,1354,3407
674051556661161984,503,1478
674045139690631169,666,1456
674042553264685056,134,739
674038233588723717,426,1125
674036086168010753,223,863
674024893172875264,1280,1825
674019345211760640,312,1160
674014384960745472,674,1602
674008982932058114,368,1233
673956914389192708,1004,1995
673919437611909120,383,1196
673906403526995968,1682,3274
673887867907739649,262,954
673716320723169284,788,3142
673715861853720576,2166,3621
673711475735838725,308,1058
673709992831262724,284,868
673708611235921920,299,1100
673707060090052608,405,1121
673705679337693185,413,1285
673700254269775872,595,1476
673697980713705472,2038,3887
673689733134946305,676,1780
673688752737402881,516,1292
673686845050527744,455,1479
673680198160809984,484,1404
673662677122719744,374,1279
673656262056419329,253,732
673636718965334016,376,1138
673612854080196609,748,1621
673583129559498752,381,1219
673580926094458881,276,851
673576835670777856,582,1414
673363615379013632,318,1045
673359818736984064,696,1484
673355879178194945,605,1523
673352124999274496,556,1687
673350198937153538,221,757
673345638550134785,1326,2582
673343217010679808,280,993
673342308415348736,610,1300
673320132811366400,8249,13766
673317986296586240,270,887
673295268553605120,3281,7680
673270968295534593,383,1084
673240798075449344,757,1450
673213039743795200,878,2298
673148804208660480,651,1732
672997845381865473,746,2004
672995267319328768,308,976
672988786805112832,303,998
672984142909456390,562,1278
672980819271634944,1036,1847
672975131468300288,948,1723
672970152493887488,368,966
672968025906282496,566,1338
672964561327235073,662,1451
672902681409806336,521,1393
672898206762672129,435,913
672884426393653248,856,1582
672877615439593473,381,1053
672834301050937345,589,1337
672828477930868736,507,1274
672640509974827008,333,990
672622327801233409,513,1320
672614745925664768,604,1247
672609152938721280,401,1136
672604026190569472,413,1134
672594978741354496,624,1353
672591762242805761,345,969
672591271085670400,190,746
672538107540070400,380,1050
672523490734551040,178,655
672488522314567680,450,1137
672482722825261057,626,1158
672481316919734272,128,729
672475084225949696,721,1463
672466075045466113,557,1378
672272411274932228,3501,6581
672267570918129665,634,1529
672264251789176834,349,1171
672256522047614977,1605,2876
672254177670729728,765,1463
672248013293752320,628,1755
672245253877968896,162,702
672239279297454080,330,912
672231046314901505,1044,1871
672222792075620352,217,802
672205392827572224,1190,2307
672169685991993344,382,1042
672160042234327040,369,886
672139350159835138,740,1780
672125275208069120,1178,2456
672095186491711488,377,1016
672082170312290304,377,959
672068090318987265,530,1321
671896809300709376,4288,8629
671891728106971137,585,1354
671882082306625538,1418,3535
671879137494245376,707,1448
671874878652489728,576,1273
671866342182637568,516,1144
671855973984772097,465,924
671789708968640512,3596,7193
671768281401958400,540,1215
671763349865160704,952,1713
671744970634719232,795,1372
671743150407421952,238,753
671735591348891648,778,1477
671729906628341761,4494,8662
671561002136281088,7457,13082
671550332464455680,213,935
671547767500775424,613,1375
671544874165002241,1081,2027
671542985629241344,583,1111
671538301157904385,407,940
671536543010570240,420,1202
671533943490011136,595,1039
671528761649688577,265,851
671520732782923777,540,1422
671518598289059840,301,967
671511350426865664,747,1638
671504605491109889,3652,7171
671497587707535361,459,932
671488513339211776,482,1030
671486386088865792,212,588
671485057807351808,238,775
671390180817915904,753,1447
671362598324076544,301,1132
671357843010908160,151,406
671355857343524864,116,488
671347597085433856,441,981
671186162933985280,218,751
671182547775299584,356,1148
671166507850801152,361,892
671163268581498880,1139,1694
671159727754231808,84,382
671154572044468225,225,738
671151324042559489,159,686
671147085991960577,234,689
671141549288370177,672,1191
671138694582165504,417,950
671134062904504320,199,764
671122204919246848,2598,3569
671115716440031232,795,1385
671109016219725825,453,1168
670995969505435648,301,1127
670842764863651840,9017,25034
670840546554966016,201,607
670838202509447168,717,1139
670833812859932673,128,458
670832455012716544,225,749
670826280409919488,4184,5664
670823764196741120,198,793
670822709593571328,99,626
670815497391357952,1587,3240
670811965569282048,277,1155
670807719151067136,504,1174
670804601705242624,985,2008
670803562457407488,89,348
670797304698376195,244,746
670792680469889025,285,849
670789397210615808,247,675
670786190031921152,207,610
670783437142401025,407,832
670782429121134593,797,1598
670780561024270336,297,794
670778058496974848,74,334
670764103623966721,435,1094
670755717859713024,115,452
670733412878163972,526,980
670727704916926465,371,843
670717338665226240,510,1236
670704688707301377,383,779
670691627984359425,250,601
670679630144274432,292,761
670676092097810432,44,256
670668383499735048,5205,10930
670474236058800128,787,1563
670468609693655041,87,359
670465786746662913,569,986
670452855871037440,213,560
670449342516494336,693,1219
670444955656130560,2040,6847
670442337873600512,203,656
670435821946826752,533,1074
670434127938719744,666,1431
670433248821026816,117,334
670428280563085312,651,1411
670427002554466305,170,527
670421925039075328,656,1338
670420569653809152,327,638
670417414769758208,329,579
670411370698022913,929,2064
670408998013820928,231,567
670403879788544000,162,442
670385711116361728,219,574
670374371102445568,277,757
670361874861563904,69,336
670338931251150849,114,434
670319130621435904,1262,3935
670303360680108032,139,434
670290420111441920,296,722
670093938074779648,348,1049
670086499208155136,262,711
670079681849372674,1280,2262
670073503555706880,817,1600
670069087419133954,251,644
670061506722140161,353,781
670055038660800512,341,683
670046952931721218,181,658
670040295598354432,115,768
670037189829525505,287,598
670003130994700288,96,342
669993076832759809,87,330
669972011175813120,168,454
669970042633789440,62,309
669942763794931712,172,518
669926384437997569,108,384
669923323644657664,59,242
669753178989142016,414,827
669749430875258880,67,276
669684865554620416,91,532
669683899023405056,114,395
669682095984410625,136,358
669680153564442624,299,679
669661792646373376,454,821
669625907762618368,1863,3599
669603084620980224,375,960
669597912108789760,155,520
669583744538451968,955,1514
669573570759163904,146,444
669571471778410496,1049,1616
669567591774625800,58,239
669564461267722241,128,394
669393256313184256,79,375
669375718304980992,753,1365
669371483794317312,186,504
669367896104181761,163,472
669363888236994561,237,637
669359674819481600,127,374
669354382627049472,1306,2762
669353438988365824,266,659
669351434509529089,193,450
669328503091937280,430,1030
669327207240699904,119,584
669324657376567296,214,502
669216679721873412,414,1209
669214165781868544,175,448
669203728096960512,492,1021
669037058363662336,322,674
669015743032369152,384,755
669006782128353280,258,588
669000397445533696,6565,21263
668994913074286592,240,450
668992363537309700,357,755
668989615043424256,338,695
668988183816871936,488,914
668986018524233728,173,565
668981893510119424,317,548
668979806671884288,356,806
668975677807423489,601,1329
668967877119254528,25,150
668960084974809088,245,720
668955713004314625,74,286
668932921458302977,59,272
668902994700836864,103,324
668892474547511297,155,401
668872652652679168,308,540
668852170888998912,171,461
668826086256599040,141,443
668815180734689280,279,581
668779399630725120,382,715
668655139528511488,223,541
668645506898350081,554,913
668643542311546881,543,899
668641109086707712,554,1098
668636665813057536,502,1061
668633411083464705,1697,2875
668631377374486528,326,734
668627278264475648,118,324
668625577880875008,138,394
668623201287675904,799,1466
668620235289837568,44,207
668614819948453888,322,621
668587383441514497,1111,1700
668567822092664832,57,250
668544745690562560,233,531
668542336805281792,222,470
668537837512433665,77,257
668528771708952576,232,471
668507509523615744,111,332
668496999348633600,135,420
668484198282485761,241,434
668480044826800133,152,470
668466899341221888,528,899
668297328638447616,306,632
668291999406125056,32,249
668286279830867968,142,517
668274247790391296,235,841
668268907921326080,243,563
668256321989451776,636,1328
668248472370458624,501,1013
668237644992782336,2918,6318
668226093875376128,106,304
668221241640230912,203,517
668204964695683073,200,560
668190681446379520,200,663
668171859951755264,201,502
668154635664932864,325,504
668142349051129856,294,577
668113020489474048,251,676
667937095915278337,815,1291
667924896115245057,113,307
667915453470232577,58,215
667911425562669056,311,497
667902449697558528,385,859
667886921285246976,1118,1914
667885044254572545,499,833
667878741721415682,122,397
667873844930215936,417,638
667866724293877760,1057,3043
667861340749471744,78,245
667832474953625600,63,292
667806454573760512,509,1069
667801013445750784,97,333
667793409583771648,336,708
667782464991965184,249,416
